id	title	summary
10145	Navigation Stack + Hokuyo_node	"<div class=""snippet""><p>Ok, so I've been working with the navigation stack and I'm confused as to how to connect the hokuyo_node to everything.  I keep getting the error  </p>

<p>Message from [/hokuyo_node] has a non-fully-qualified frame_id [laser]. Resolved locally to [/laser].  This is will likely not work in multi-robot systems.  This message will only print once. </p>

<p>and for everything I've tried nothing seems to get me past this. I was under the impression that AMCL would output what was needed from the laser data.  My laser data tested in rviz seems to be fine.</p>

<p>Thanks ahead of time, and if you need more information that is question specific ill try to get it asap.</p>

<p>Edit 1 &lt;----------------------------------------------&gt;
I'v been working through the navigation stack tutorials, as well as following the Ardros blog. and most of the stuff is the same for both.</p>

<p>my robot configuration launch file.</p>

<pre><code>&lt;launch&gt;
&lt;node pkg=""tf"" type=""static_transform_publisher"" name=""base_to_laser_broadcaster"" args=""0 0 0 0 0 0 base_link base_laser 100"" /&gt;
&lt;node name=""hokuyo"" pkg=""hokuyo_node"" type=""hokuyo_node"" respawn=""false"" output=""screen""&gt;
    &lt;param name=""frame_id"" type=""str"" value=""base_laser""/&gt; 
    &lt;!-- Set the port to connect to here --&gt;
    &lt;param name=""port"" type=""string"" value=""/dev/ttyACM0""/&gt; 
    &lt;param name=""intensity"" type=""bool"" value=""false""/&gt;
&lt;/node&gt;
&lt;node name=""arduino"" pkg=""ardros"" type=""arduino.py""&gt;
    &lt;rosparam file=""$(find ardros)/info/ardros.yaml"" command=""load"" /&gt;
&lt;/node&gt;
</code></pre>

<p>&lt;/launch&gt;</p>

<p>Then my move_base.launch file</p>

<pre><code>&lt;launch&gt;
&lt;!-- Run the map server --&gt;
    &lt;node name=""map_server"" pkg=""map_server"" type=""map_server"" args=""$(find ardros)/maps/map.pgm 0.05""/&gt;
&lt;!--- Run AMCL --&gt;
    &lt;include file=""$(find ardros)/launch/amcl_diff.launch"" /&gt;
&lt;node pkg=""move_base"" type=""move_base"" respawn=""false"" name=""move_base"" output=""screen""&gt;
    &lt;rosparam file=""$(find ardros)/info/costmap_common_params.yaml"" command=""load"" ns=""global_costmap"" /&gt;
    &lt;rosparam file=""$(find ardros)/info/costmap_common_params.yaml"" command=""load"" ns=""local_costmap"" /&gt;
    &lt;rosparam file=""$(find ardros)/info/local_costmap_params.yaml"" command=""load"" /&gt;
    &lt;rosparam file=""$(find ardros)/info/global_costmap_params.yaml"" command=""load"" /&gt;
    &lt;rosparam file=""$(find ardros)/info/base_local_planner_params.yaml"" command=""load"" /&gt;
&lt;/node&gt;
</code></pre>

<p>&lt;/launch&gt;</p>

<p>my amcl_diff.launch file</p>

<pre><code>&lt;launch&gt;
&lt;node pkg=""amcl"" type=""amcl"" name=""amcl"" output=""screen""&gt;
    &lt;!-- Publish scans from best pose at a max of 10 Hz --&gt;
    &lt;param name=""odom_model_type"" value=""diff""/&gt;
    &lt;param name=""odom_alpha5"" value=""0.1""/&gt;
    &lt;param name=""transform_tolerance"" value=""0.2"" /&gt;
    &lt;param name=""gui_publish_rate"" value=""50.0""/&gt;
    &lt;param name=""laser_max_beams"" value=""60""/&gt;
    &lt;param name=""min_particles"" value=""500""/&gt;
    &lt;param name=""max_particles"" value=""5000""/&gt;
    &lt;param name=""kld_err"" value=""0.05""/&gt;
    &lt;param name=""kld_z"" value=""0.99""/&gt;
    &lt;param name=""odom_alpha1"" value=""0.2""/&gt;
    &lt;param name=""odom_alpha2"" value=""0.2""/&gt;
    &lt;!-- translation std dev, m --&gt;
    &lt;param name=""odom_alpha3"" value=""0.8""/&gt;
    &lt;param name=""odom_alpha4"" value=""0.2""/&gt;
    &lt;param name=""laser_z_hit"" value=""0.5""/&gt;
    &lt;param name=""laser_z_short"" value=""0.05""/&gt;
    &lt;param name=""laser_z_max"" value=""0.05""/&gt;
    &lt;param name=""laser_z_rand"" value=""0.5""/&gt;
    &lt;param name=""laser_sigma_hit"" value=""0.2""/&gt;
    &lt;param name=""laser_lambda_short"" value=""0.1""/&gt;
    &lt;param name=""laser_lambda_short"" value=""0.1""/&gt;
    &lt;param name=""laser_model_type"" value=""likelihood_field""/&gt;
    &lt;!-- &lt;param name=""laser_model_type"" value=""beam""/&gt; --&gt;
    &lt;param name=""laser_likelihood_max_dist"" value=""2.0""/&gt;
    &lt;param name=""update_min_d"" value=""0.2""/&gt;
    &lt;param name=""update_min_a"" value=""0.5""/&gt;
    &lt;param name=""odom_frame_id"" value=""odom""/&gt;
    &lt;param ...</code></pre><span class=""expander""> <a>(more)</a></span></div>"
10166	SICK laser driver fails to start after initialization and handshake?	"<p>Dear all, </p>

<p>I am getting trying to connect SICK LMS200 to ROS, but get the following error after it finds the port, and the laser info. </p>

<pre><code>kris@IanCurtis:~/ros/$ rosrun sicktoolbox_wrapper sicklms

    *** Attempting to initialize the Sick LMS...
    Attempting to open device @ /dev/ttyUSB1
        Device opened!
    Attempting to start buffer monitor...
        Buffer monitor started!
    Attempting to set requested baud rate...
A Timeout Occurred!  2 tries remaining
A Timeout Occurred!  1 tries remaining
A Timeout Occurred - SickLIDAR::_sendMessageAndGetReply: Attempted max number of tries w/o success!
    Failed to set requested baud rate...
    Attempting to detect LMS baud rate...
        Checking 19200bps...
A Timeout Occurred!  2 tries remaining
A Timeout Occurred!  1 tries remaining
A Timeout Occurred - SickLIDAR::_sendMessageAndGetReply: Attempted max number of tries w/o success!
        Checking 38400bps...
        Detected LMS baud @ 38400bps!
        Operating @ 38400bps
    Attempting to sync driver...
        Driver synchronized!
    *** Init. complete: Sick LMS is online and ready!
    Sick Type: Sick LMS 200-30106
    Scan Angle: 180 (deg)
    Scan Resolution: 0.5 (deg)
    Measuring Mode: 8m/80m; 3 reflector bits
    Measuring Units: Centimeters (cm)

[ INFO] [1307303753.596993806]: Setting variant to (180, 0.500000)
    Requesting partial scan data stream...
        Data stream started!
[ERROR] [1307303753.973765819]: woah! error!
terminate called after throwing an instance of 'SickToolbox::SickThreadException'
Aborted
</code></pre>
"
10187	ROS and ADC/DAC Hardware	"<p>Three questions on ROS-hardware interface--</p>

<p>Has anyone used ROS with National Instruments DAQ Cards such as the PCI-6225?  It appears to be possible to run it under linux using the <a href=""https://groups.google.com/group/comedi_list/browse_thread/thread/f886fdaebb57adce?pli=1"">Comedi drivers</a>, but I don't have a good feel for how much work this would require.</p>

<p>In the same vein, does anyone have recommendations for library and/or hardware choices for motor controllers under ROS?  There appear to be <a href=""http://ros-users.122217.n3.nabble.com/motor-control-driver-CiA-DSP-402-EPOS-ELMO-td1997926.html#a2010998"">stacks for the EPOS/ELMO controlllers</a>, but I'd be curious to hear any feedback on how hard they are to set up, and on any other options.</p>

<p>Finally, what sort of latency could one expect from passing messages between ROS nodes on a fairly good machine running data acquisition (say a couple dozen analog inputs) and a few standard processing pipelines?  One user mentions <a href=""http://answers.ros.org/question/1015/publisher-subscriber-teleoperation-high-latency"">seeing up to 9ms</a> for a basic packet reflector, but also seems to think this is unexpectedly high.  Is it reasonable to tweak ROS to give &lt;1ms consistently for at least one or two important control loops?</p>
"
10222	openni_camera depth image opencv	"<p>Hi </p>

<p>I am Using opencv 2.2 and cv::bridge out of the ros diamondback deb packages. I changed the Makefile of opencv to get a newer version of opencv (Revision 5427) </p>

<p>I convert the <code>const sensor_msgs::ImageConstPt</code> to <code>cv_bridge::CvImagePtr</code> with </p>

<pre><code>cv_ptr_depth_ = cv_bridge::toCvCopy(depth_image_msgs, sensor_msgs::image_encodings::TYPE_32FC1);
</code></pre>

<p>With <code>cv::VideoWriter</code> I want to store the depth image as an avi file. That works fine for the rgb image that is converted to <code>sensor_msgs::image_encodings::BGR8</code> but not for the depth image. The <code>cv::VideoWriter</code> needs images with depth = IPL_DEPTH_8U and nChannels = 1.</p>

<p>But I cannot convert the 32FC1 type in 8UC1</p>

<p>How can I handle this problem?</p>

<p>Thanks 
Stefan </p>
"
10245	cannot find roscpp when following tutorial 3	"<p>hey all,
i'm following the ROS tutorial 3 in which it teaches how to create a new package which has dependencies.
when i enter the following:
$ roscreate-pkg beginner_tutorials roscpp rospy std_msgs
terminal shoots back:
ERROR: dependency [roscpp] cannot be found</p>

<p>note : i've updated the ROS_PACKAGE_PATH variable.
i have verified manually and (with rospack find also) that roscpp actually exists in my filesystem. its just that roscreate cant seem to find it.</p>

<p>any help would be greatly appreciated.</p>
"
10329	Error trying to run rviz	"<p>Hi, I'm new in ros, when I try to run rviz on my laptop I get the following crash message:</p>

<p>The program 'rviz' received an X Window System error.</p>

<p>This probably reflects a bug in the program.</p>

<p>The error was 'BadWindow (invalid Window parameter)'.</p>

<p>(Details: serial 28 error_code 3 request_code 138 minor_code 4)
  (Note to programmers: normally, X errors are reported asynchronously;
   that is, you will receive the error a while after causing it.
   To debug your program, run it with the --sync command line
   option to change this behavior. You can then get a meaningful
   backtrace from your debugger if you break on the gdk_x_error() function.)</p>

<p>my laptop has an nvidia gts 360m and the version 260.19.44 of nvidia driver.</p>
"
10332	Throwing out recursive print.	"<p>Why am I getting this after pressing ""Ctrl+C""?</p>

<p>Warning: recursive print statement has occurred. Throwing out recursive print.</p>

<p>Warning: recursive print statement has occurred. Throwing out recursive print.</p>

<p>forever</p>

<p>I can't stop it!</p>
"
10335	ROS Answers Search Bar Broken?	"<p>At the risk of sounding foolish, is the ROS answers search bar broken?  It doesn't seem to operate at all like your traditional search bar, and as such I've found the site to be of very limited use.  For example, if you search for ""dsp"" it does not return any results, even though I'm sure this word is in a posted question and is also a tag. 
i.e. <a href=""http://answers.ros.org/question/1183/real-time-digital-signal-processing-dsp-library"">http://answers.ros.org/question/1183/real-time-digital-signal-processing-dsp-library</a></p>

<p>P.S. I've also tried searching for ""ROS"" and it has shown no results, but maybe this search term was purposefully removed.</p>
"
10338	table top segmentation from kinect	"<p>Hello,</p>

<p>Does anyone know how to best achieve table top object segmentation from kinect sensor? is there any module/tutorial you can recommend me to use?</p>
"
10343	How to run Rviz remotely	"<p>I assume that it's possible run run Rviz on a machine other than the one running the robot.  If so, how to I set the master address (the IP address of the robot) which Rviz should be subscribing to ?</p>
"
10356	Reduce Kinect Resolution	"<p>I want to reduce the resolution of the kinetic to speed up processing. For example ignoring every other pixel would reduce the resolution by half. Is there an easy way to do this using the current drivers?</p>

<p>On a similar note - is it possible to only look at one vertical or horizontal line of resolution and pretend my kinect is a laser scanner? Thanks!</p>
"
