q_id,A,B,Q+,C,U+,D,Q+ U+
43012,0.8,0.8,-,0.8,-,0.2,⬇⬇⬇
48056,0.4,0.2,⬇,0.4,-,0.2,⬇
139176,0.4,0.2,⬇,0.6,⬆,0.2,⬇
243547,0.4,0.2,⬇,0.4,-,0.4,-
224403,0.8,0.2,⬇⬇⬇,1.0,⬆,0.4,⬇⬇
134686,0.2,0.4,⬆,0.2,-,0.0,⬇
206099,0.8,0.2,⬇⬇⬇,1.0,⬆,0.2,⬇⬇⬇
32441,0.8,0.2,⬇⬇⬇,0.8,-,0.2,⬇⬇⬇
209617,1.0,0.6,⬇⬇,1.0,-,0.2,⬇⬇⬇⬇
246448,0.6,0.0,⬇⬇⬇,1.0,⬆⬆,0.2,⬇⬇
45857,0.2,0.2,-,1.0,⬆⬆⬆⬆,0.2,-
10105,0.2,0.2,-,0.4,⬆,0.4,⬆
52635,0.0,0.0,-,0.0,-,0.0,-
207124,0.6,0.4,⬇,1.0,⬆⬆,0.0,⬇⬇⬇
10795,0.4,0.2,⬇,0.2,⬇,0.2,⬇
246917,0.6,0.4,⬇,0.8,⬆,0.2,⬇⬇
56667,0.6,0.4,⬇,0.4,⬇,0.2,⬇⬇
51286,0.6,0.2,⬇⬇,0.6,-,0.4,⬇
51276,0.6,0.4,⬇,1.0,⬆⬆,0.2,⬇⬇
35808,0.2,0.4,⬆,0.4,⬆,0.4,⬆
225012,1.0,1.0,-,1.0,-,0.2,⬇⬇⬇⬇
79861,0.0,0.0,-,0.0,-,0.0,-
196976,0.8,0.0,⬇⬇⬇⬇,1.0,⬆,0.0,⬇⬇⬇⬇
90091,0.0,0.0,-,0.0,-,0.0,-
37312,0.4,0.4,-,0.6,⬆,0.2,⬇
10511,0.6,0.2,⬇⬇,0.4,⬇,0.2,⬇⬇
32150,0.4,0.4,-,1.0,⬆⬆⬆,0.2,⬇
233795,0.4,0.2,⬇,0.4,-,0.2,⬇
47762,0.6,0.2,⬇⬇,0.6,-,0.2,⬇⬇
71188,0.6,0.2,⬇⬇,1.0,⬆⬆,0.2,⬇⬇
231041,0.8,0.0,⬇⬇⬇⬇,1.0,⬆,0.0,⬇⬇⬇⬇
96396,0.0,0.0,-,0.0,-,0.2,⬆
215445,0.2,0.2,-,0.2,-,0.2,-
43578,0.6,0.4,⬇,0.4,⬇,0.2,⬇⬇
110196,1.0,0.4,⬇⬇⬇,1.0,-,0.2,⬇⬇⬇⬇
244237,0.4,0.2,⬇,0.4,-,0.2,⬇
278917,0.2,0.8,⬆⬆⬆,1.0,⬆⬆⬆⬆,0.8,⬆⬆⬆
225242,0.8,0.0,⬇⬇⬇⬇,1.0,⬆,0.0,⬇⬇⬇⬇
10372,0.6,0.2,⬇⬇,0.6,-,0.2,⬇⬇
229083,1.0,0.4,⬇⬇⬇,1.0,-,0.0,⬇⬇⬇⬇⬇
56275,0.6,0.2,⬇⬇,1.0,⬆⬆,0.0,⬇⬇⬇
239491,0.2,0.2,-,0.2,-,0.2,-
214893,0.8,0.2,⬇⬇⬇,1.0,⬆,0.0,⬇⬇⬇⬇
127181,1.0,0.6,⬇⬇,0.8,⬇,0.2,⬇⬇⬇⬇
62405,0.4,0.2,⬇,0.2,⬇,0.2,⬇
59009,0.4,0.2,⬇,0.2,⬇,0.0,⬇⬇
187963,0.2,0.2,-,1.0,⬆⬆⬆⬆,0.4,⬆
269809,0.2,0.4,⬆,1.0,⬆⬆⬆⬆,0.8,⬆⬆⬆
10342,0.8,0.8,-,0.4,⬇⬇,0.2,⬇⬇⬇
158481,1.0,0.2,⬇⬇⬇⬇,1.0,-,0.2,⬇⬇⬇⬇
34628,1.0,0.6,⬇⬇,0.4,⬇⬇⬇,0.2,⬇⬇⬇⬇
54678,0.8,0.4,⬇⬇,1.0,⬆,0.2,⬇⬇⬇
61157,0.2,0.2,-,0.6,⬆⬆,0.4,⬆
48597,0.8,0.4,⬇⬇,0.8,-,0.2,⬇⬇⬇
65904,0.2,0.2,-,0.2,-,0.2,-
57084,1.0,0.4,⬇⬇⬇,1.0,-,0.2,⬇⬇⬇⬇
40670,0.4,0.2,⬇,0.4,-,0.2,⬇
41225,0.2,0.2,-,0.4,⬆,0.4,⬆
193233,0.8,0.0,⬇⬇⬇⬇,0.4,⬇⬇,0.4,⬇⬇
40521,0.6,0.2,⬇⬇,1.0,⬆⬆,0.4,⬇
12105,1.0,0.2,⬇⬇⬇⬇,0.6,⬇⬇,0.4,⬇⬇⬇
198274,0.6,0.2,⬇⬇,0.4,⬇,0.0,⬇⬇⬇
58038,1.0,1.0,-,1.0,-,0.2,⬇⬇⬇⬇
223601,0.8,0.2,⬇⬇⬇,0.6,⬇,0.2,⬇⬇⬇
265660,0.8,0.4,⬇⬇,1.0,⬆,0.2,⬇⬇⬇
250336,0.2,0.4,⬆,0.2,-,0.2,-
57996,0.2,0.2,-,1.0,⬆⬆⬆⬆,0.2,-
49072,0.6,0.0,⬇⬇⬇,0.4,⬇,0.2,⬇⬇
10660,0.0,0.6,⬆⬆⬆,1.0,⬆⬆⬆⬆⬆,0.8,⬆⬆⬆⬆
229841,0.2,0.2,-,0.2,-,0.2,-
50585,0.8,0.4,⬇⬇,0.8,-,0.2,⬇⬇⬇
223196,0.4,0.0,⬇⬇,0.4,-,0.2,⬇
63196,0.6,0.2,⬇⬇,0.8,⬆,0.4,⬇
278621,0.0,0.2,⬆,0.2,⬆,0.2,⬆
9987,0.8,0.4,⬇⬇,1.0,⬆,0.2,⬇⬇⬇
54924,0.2,0.2,-,0.2,-,0.2,-
174114,0.4,0.2,⬇,0.0,⬇⬇,0.0,⬇⬇
241386,0.2,0.2,-,1.0,⬆⬆⬆⬆,0.4,⬆
12568,0.2,0.2,-,0.6,⬆⬆,0.6,⬆⬆
216362,0.2,0.2,-,1.0,⬆⬆⬆⬆,1.0,⬆⬆⬆⬆
144646,0.2,0.2,-,0.2,-,0.2,-
186681,0.2,0.6,⬆⬆,0.2,-,0.6,⬆⬆
164186,1.0,0.6,⬇⬇,0.6,⬇⬇,0.2,⬇⬇⬇⬇
208936,0.8,0.0,⬇⬇⬇⬇,1.0,⬆,0.0,⬇⬇⬇⬇
199737,0.8,0.2,⬇⬇⬇,1.0,⬆,0.6,⬇
86456,0.0,0.2,⬆,1.0,⬆⬆⬆⬆⬆,0.4,⬆⬆
51928,0.8,0.4,⬇⬇,1.0,⬆,0.2,⬇⬇⬇
57349,0.2,0.6,⬆⬆,1.0,⬆⬆⬆⬆,0.8,⬆⬆⬆
292512,0.6,0.4,⬇,0.4,⬇,0.2,⬇⬇
54863,0.4,0.0,⬇⬇,0.2,⬇,0.0,⬇⬇
11058,1.0,0.0,⬇⬇⬇⬇⬇,1.0,-,0.0,⬇⬇⬇⬇⬇
10313,0.2,0.2,-,0.6,⬆⬆,0.4,⬆
211255,0.8,0.2,⬇⬇⬇,1.0,⬆,0.2,⬇⬇⬇
33234,1.0,0.2,⬇⬇⬇⬇,1.0,-,0.2,⬇⬇⬇⬇
214043,0.2,0.0,⬇,0.2,-,0.4,⬆
157716,0.2,0.2,-,0.8,⬆⬆⬆,0.4,⬆
199250,0.6,0.6,-,0.4,⬇,0.2,⬇⬇
154166,0.4,0.2,⬇,0.2,⬇,0.2,⬇
201523,1.0,0.2,⬇⬇⬇⬇,1.0,-,0.2,⬇⬇⬇⬇
186986,0.6,0.4,⬇,0.6,-,0.2,⬇⬇
10006,0.2,0.2,-,0.2,-,0.0,⬇
230327,0.6,0.4,⬇,0.6,-,0.2,⬇⬇
54437,0.0,0.0,-,0.0,-,0.0,-
216005,1.0,0.2,⬇⬇⬇⬇,0.4,⬇⬇⬇,0.2,⬇⬇⬇⬇
31996,0.8,0.2,⬇⬇⬇,0.4,⬇⬇,0.4,⬇⬇
10625,0.0,0.0,-,0.0,-,0.0,-
40096,1.0,0.2,⬇⬇⬇⬇,0.6,⬇⬇,0.2,⬇⬇⬇⬇
9686,1.0,0.6,⬇⬇,1.0,-,0.2,⬇⬇⬇⬇
172879,0.2,0.2,-,0.2,-,0.2,-
9553,1.0,0.2,⬇⬇⬇⬇,0.2,⬇⬇⬇⬇,0.2,⬇⬇⬇⬇
66471,0.4,0.4,-,1.0,⬆⬆⬆,0.2,⬇
235339,0.2,0.6,⬆⬆,1.0,⬆⬆⬆⬆,0.4,⬆
10020,0.4,0.2,⬇,0.4,-,0.4,-
155391,0.8,0.2,⬇⬇⬇,1.0,⬆,0.6,⬇
258860,0.0,0.4,⬆⬆,0.2,⬆,0.2,⬆
113786,0.6,0.4,⬇,0.4,⬇,0.2,⬇⬇
261819,0.2,0.4,⬆,0.0,⬇,0.0,⬇
210065,0.2,0.2,-,0.2,-,0.2,-
229464,0.0,0.6,⬆⬆⬆,1.0,⬆⬆⬆⬆⬆,0.4,⬆⬆
206384,0.8,0.2,⬇⬇⬇,0.4,⬇⬇,0.2,⬇⬇⬇
46056,0.6,0.4,⬇,0.6,-,0.2,⬇⬇
150286,0.2,0.6,⬆⬆,0.8,⬆⬆⬆,0.8,⬆⬆⬆
222512,0.4,0.2,⬇,0.2,⬇,0.2,⬇
12552,0.6,0.4,⬇,1.0,⬆⬆,0.2,⬇⬇
49906,0.6,0.8,⬆,0.2,⬇⬇,0.2,⬇⬇
127496,0.8,0.4,⬇⬇,0.8,-,0.2,⬇⬇⬇
11629,0.6,0.4,⬇,1.0,⬆⬆,0.2,⬇⬇
43032,0.6,0.4,⬇,0.4,⬇,0.2,⬇⬇
234948,0.0,0.2,⬆,0.0,-,0.2,⬆
53912,0.0,0.0,-,0.0,-,0.0,-
58362,0.6,0.4,⬇,0.8,⬆,0.2,⬇⬇
194317,0.2,0.2,-,0.2,-,0.2,-
159276,0.8,0.2,⬇⬇⬇,1.0,⬆,0.2,⬇⬇⬇
249988,0.8,0.2,⬇⬇⬇,1.0,⬆,0.4,⬇⬇
11363,0.8,0.2,⬇⬇⬇,0.8,-,0.2,⬇⬇⬇
